Time,,Tracking,,,,Sensor Data,,,,comment
Absolute, Since Launch ,lat,lng,Speed (m/s),course,Altitude (m),Pressure (Pa),Temperature (_C),Relative Humidity,
5/21/17 17:49,345,43.819,-101.6265,28,44,32483.15,1027,18.72,0,Pa=1027/Rh=0.00/Ti=18.72 Tracksoar v1.2
5/21/17 17:50,345.5,43.82033,-101.6245,24,49,32474.61,1016,17.72,0,Pa=1016/Rh=0.00/Ti=17.72 Tracksoar v1.2
5/21/17 17:50,346,43.82167,-101.62233,26,48,32467.6,1014,16.81,0,Pa=1014/Rh=0.00/Ti=16.81 Tracksoar v1.2
5/21/17 17:51,346.5,43.82283,-101.62033,22,53,32470.34,1009,15.97,0,Pa=1009/Rh=0.00/Ti=15.97 Tracksoar v1.2
5/21/17 17:51,347,43.824,-101.6185,26,49,32443.83,1010,15.11,0,Pa=1010/Rh=0.00/Ti=15.11 Tracksoar v1.2
5/21/17 17:52,347.5,43.82533,-101.61667,22,46,32422.19,1011,14.16,0,Pa=1011/Rh=0.00/Ti=14.16 Tracksoar v1.2
5/21/17 17:52,348,43.8265,-101.61483,22,47,32432.24,1017,13.17,0,Pa=1017/Rh=0.00/Ti=13.17 Tracksoar v1.2
5/21/17 17:53,348.5,43.82767,-101.613,24,45,32408.16,1015,12.15,0,Pa=1015/Rh=0.00/Ti=12.15 Tracksoar v1.2
5/21/17 17:53,349,43.82883,-101.61133,20,47,32419.14,1015,11.24,0,Pa=1015/Rh=0.00/Ti=11.24 Tracksoar v1.2
5/21/17 17:54,349.5,43.83,-101.6095,20,51,32442.61,1008,10.36,0,Pa=1008/Rh=0.00/Ti=10.36 Tracksoar v1.2
5/21/17 17:54,350,43.83117,-101.60767,22,50,32459.07,1011,9.48,0,Pa=1011/Rh=0.00/Ti=9.48 Tracksoar v1.2
5/21/17 17:55,350.5,43.83233,-101.606,24,49,32459.07,1007,8.66,0,Pa=1007/Rh=0.00/Ti=8.66 Tracksoar v1.2
5/21/17 17:55,351,43.8335,-101.60383,24,49,32461.5,1010,7.9,0,Pa=1010/Rh=0.00/Ti=7.90 Tracksoar v1.2
5/21/17 17:56,351.5,43.8345,-101.60217,22,48,32483.15,1012,7.12,0,Pa=1012/Rh=0.00/Ti=7.12 Tracksoar v1.2
5/21/17 17:56,352,43.83583,-101.60017,22,47,32496.25,1005,6.6,0,Pa=1005/Rh=0.00/Ti=6.60 Tracksoar v1.2
5/21/17 17:57,352.5,43.83717,-101.59817,28,46,32496.86,999,6.55,0,Pa=999/Rh=0.00/Ti=6.55 Tracksoar v1.2
5/21/17 17:57,353,43.83867,-101.59633,30,44,32524.6,998,6.83,0,Pa=998/Rh=0.00/Ti=6.83 Tracksoar v1.2
5/21/17 17:58,353.5,43.84033,-101.59417,30,48,32500.21,999,7.41,0,Pa=999/Rh=0.00/Ti=7.41 Tracksoar v1.2
5/21/17 17:58,354,43.84183,-101.59183,33,46,32498.08,995,8.11,0,Pa=995/Rh=0.00/Ti=8.11 Tracksoar v1.2
5/21/17 17:59,354.5,43.84383,-101.58917,37,40,32473.7,996,8.96,0,Pa=996/Rh=0.00/Ti=8.96 Tracksoar v1.2
5/21/17 17:59,355,43.84583,-101.58683,31,39,32485.28,993,9.93,0,Pa=993/Rh=0.00/Ti=9.93 Tracksoar v1.2
5/21/17 18:00,355.5,43.8475,-101.58483,31,42,32474,997,10.59,0,Pa=997/Rh=0.00/Ti=10.59 Tracksoar v1.2
5/21/17 18:00,356,43.84933,-101.58267,31,44,32474.92,993,11.01,0,Pa=993/Rh=0.00/Ti=11.01 Tracksoar v1.2
5/21/17 18:01,356.5,43.851,-101.5805,28,42,32476.44,1005,11.28,0,Pa=1005/Rh=0.00/Ti=11.28 Tracksoar v1.2
5/21/17 18:01,357,43.85267,-101.57833,26,46,32557.52,1011,10.96,0,Pa=1011/Rh=0.00/Ti=10.96 Tracksoar v1.2
5/21/17 18:02,357.5,43.85433,-101.576,30,49,32520.03,1002,10.48,0,Pa=1002/Rh=0.00/Ti=10.48 Tracksoar v1.2
5/21/17 18:02,358,43.85583,-101.5735,30,49,32511.19,1001,10.01,0,Pa=1001/Rh=0.00/Ti=10.01 Tracksoar v1.2
5/21/17 18:03,358.5,43.85733,-101.57133,26,55,32509.97,997,9.96,0,Pa=997/Rh=0.00/Ti=9.96 Tracksoar v1.2
5/21/17 18:03,359,43.8585,-101.56917,22,50,32497.47,997,10.28,0,Pa=997/Rh=0.00/Ti=10.28 Tracksoar v1.2
5/21/17 18:04,359.5,43.85967,-101.56733,28,44,32477.35,1001,10.86,0,Pa=1001/Rh=0.00/Ti=10.86 Tracksoar v1.2
5/21/17 18:04,360,43.86117,-101.56533,28,46,32504.18,997,11.58,0,Pa=997/Rh=0.00/Ti=11.58 Tracksoar v1.2
5/21/17 18:05,360.5,43.86233,-101.56333,26,50,32530.08,990,12.33,0,Pa=990/Rh=0.00/Ti=12.33 Tracksoar v1.2
5/21/17 18:05,361,43.8635,-101.56117,26,56,32581.29,994,13.15,0,Pa=994/Rh=0.00/Ti=13.15 Tracksoar v1.2
5/21/17 18:06,361.5,43.86483,-101.55917,26,53,32569.1,996,14.02,0,Pa=996/Rh=0.00/Ti=14.02 Tracksoar v1.2
5/21/17 18:06,362,43.866,-101.557,26,53,32557.82,993,14.86,0,Pa=993/Rh=0.00/Ti=14.86 Tracksoar v1.2
5/21/17 18:07,362.5,43.86733,-101.555,28,53,32559.35,997,15.73,0,Pa=997/Rh=0.00/Ti=15.73 Tracksoar v1.2
5/21/17 18:07,363,43.86867,-101.55283,26,48,32529.78,1004,16.62,0,Pa=1004/Rh=0.00/Ti=16.62 Tracksoar v1.2
5/21/17 18:08,363.5,43.87,-101.5505,28,50,32482.54,15452,17.49,0,Pa=15452/Rh=0.00/Ti=17.49 Tracksoar v1.2
5/21/17 18:08,364,43.87117,-101.54817,26,53,32515.15,1003,18.29,0,Pa=1003/Rh=0.00/Ti=18.29 Tracksoar v1.2
5/21/17 18:09,364.5,43.87233,-101.54583,24,56,32505.7,1002,18.79,0,Pa=1002/Rh=0.00/Ti=18.79 Tracksoar v1.2
5/21/17 18:09,365,43.87333,-101.54383,24,60,32522.77,1014,18.76,0,Pa=1014/Rh=0.00/Ti=18.76 Tracksoar v1.2
5/21/17 18:10,365.5,43.87433,-101.5415,28,59,32505.7,1011,18.4,0,Pa=1011/Rh=0.00/Ti=18.40 Tracksoar v1.2
5/21/17 18:10,366,43.87517,-101.53933,20,64,32502.65,1013,17.89,0,Pa=1013/Rh=0.00/Ti=17.89 Tracksoar v1.2
5/21/17 18:11,366.5,43.876,-101.5375,22,57,32527.04,1004,17.23,0,Pa=1004/Rh=0.00/Ti=17.23 Tracksoar v1.2
5/21/17 18:11,367,43.8765,-101.5355,22,63,32531.3,1000,22.88,0,Pa=1000/Rh=0.00/Ti=22.88 Tracksoar v1.2
5/21/17 18:12,367.5,43.87717,-101.53367,22,55,32565.75,1016,15.57,0,Pa=1016/Rh=0.00/Ti=15.57 Tracksoar v1.2
5/21/17 18:12,368,43.878,-101.532,19,56,32583.73,999,14.64,0,Pa=999/Rh=0.00/Ti=14.64 Tracksoar v1.2
5/21/17 18:13,368.5,43.87867,-101.53033,22,58,32585.56,997,13.75,0,Pa=997/Rh=0.00/Ti=13.75 Tracksoar v1.2
5/21/17 18:13,369,43.87933,-101.52833,22,67,32584.03,992,12.81,0,Pa=992/Rh=0.00/Ti=12.81 Tracksoar v1.2
5/21/17 18:14,369.5,43.88,-101.5265,17,65,32605.98,995,11.93,0,Pa=995/Rh=0.00/Ti=11.93 Tracksoar v1.2
5/21/17 18:14,370,43.88083,-101.5245,22,63,32593.18,996,11.03,0,Pa=996/Rh=0.00/Ti=11.03 Tracksoar v1.2
5/21/17 18:15,370.5,43.88167,-101.52267,19,63,32637.68,1220,10.11,0,Pa=1220/Rh=0.00/Ti=10.11 Tracksoar v1.2
5/21/17 18:15,371,43.88217,-101.5205,19,74,32604.76,992,9.26,0,Pa=992/Rh=0.00/Ti=9.26 Tracksoar v1.2
5/21/17 18:16,371.5,43.88283,-101.519,13,65,32622.44,991,8.39,0,Pa=991/Rh=0.00/Ti=8.39 Tracksoar v1.2
5/21/17 18:16,372,43.8835,-101.51717,22,62,32601.71,986,7.55,0,Pa=986/Rh=0.00/Ti=7.55 Tracksoar v1.2
5/21/17 18:17,372.5,43.88433,-101.51567,15,57,32625.49,987,6.75,0,Pa=987/Rh=0.00/Ti=6.75 Tracksoar v1.2
5/21/17 18:17,373,43.885,-101.51417,17,58,32630.36,975,6.3,0,Pa=975/Rh=0.00/Ti=6.30 Tracksoar v1.2
5/21/17 18:18,373.5,43.88583,-101.5125,19,60,32616.04,982,6.34,0,Pa=982/Rh=0.00/Ti=6.34 Tracksoar v1.2
5/21/17 18:18,374,43.88633,-101.51083,17,63,32619.39,985,6.7,0,Pa=985/Rh=0.00/Ti=6.70 Tracksoar v1.2
5/21/17 18:19,374.5,43.88717,-101.50917,20,67,32636.16,980,7.34,0,Pa=980/Rh=0.00/Ti=7.34 Tracksoar v1.2
5/21/17 18:19,375,43.88783,-101.5075,19,63,32652.61,974,8.08,0,Pa=974/Rh=0.00/Ti=8.08 Tracksoar v1.2
5/21/17 18:20,375.5,43.88867,-101.506,17,57,32678.22,967,9.02,0,Pa=967/Rh=0.00/Ti=9.02 Tracksoar v1.2
5/21/17 18:20,376,43.88917,-101.50483,11,59,32650.48,969,10.01,0,Pa=969/Rh=0.00/Ti=10.01 Tracksoar v1.2
5/21/17 18:21,376.5,43.88967,-101.50367,11,61,32678.22,976,10.8,0,Pa=976/Rh=0.00/Ti=10.80 Tracksoar v1.2
5/21/17 18:21,377,43.89017,-101.50233,17,61,32657.8,975,11.2,0,Pa=975/Rh=0.00/Ti=11.20 Tracksoar v1.2
5/21/17 18:22,377.5,43.89067,-101.50067,19,62,32659.93,987,11.26,0,Pa=987/Rh=0.00/Ti=11.26 Tracksoar v1.2
5/21/17 18:22,378,43.891,-101.49933,13,68,32680.05,987,11.04,0,Pa=987/Rh=0.00/Ti=11.04 Tracksoar v1.2
5/21/17 18:23,378.5,43.8915,-101.498,15,75,32636.46,979,10.69,0,Pa=979/Rh=0.00/Ti=10.69 Tracksoar v1.2
5/21/17 18:23,379,43.89183,-101.49633,15,77,32643.78,975,10.22,0,Pa=975/Rh=0.00/Ti=10.22 Tracksoar v1.2
5/21/17 18:24,379.5,43.89233,-101.495,17,69,32665.72,974,9.67,0,Pa=974/Rh=0.00/Ti=9.67 Tracksoar v1.2
5/21/17 18:24,380,43.893,-101.49317,20,73,32698.03,976,9.06,0,Pa=976/Rh=0.00/Ti=9.06 Tracksoar v1.2
5/21/17 18:25,380.5,43.8935,-101.49167,17,74,32715.1,972,8.43,0,Pa=972/Rh=0.00/Ti=8.43 Tracksoar v1.2
5/21/17 18:25,381,43.894,-101.49017,15,75,32723.33,973,7.76,0,Pa=973/Rh=0.00/Ti=7.76 Tracksoar v1.2
5/21/17 18:26,381.5,43.89417,-101.489,13,72,32737.04,972,7.08,0,Pa=972/Rh=0.00/Ti=7.08 Tracksoar v1.2
5/21/17 18:26,382,43.89433,-101.48783,13,85,32720.58,976,6.44,0,Pa=976/Rh=0.00/Ti=6.44 Tracksoar v1.2
5/21/17 18:27,382.5,43.89467,-101.48667,13,87,32680.66,975,5.74,0,Pa=975/Rh=0.00/Ti=5.74 Tracksoar v1.2
5/21/17 18:27,383,43.89483,-101.4855,11,76,32688.28,968,5.12,0,Pa=968/Rh=0.00/Ti=5.12 Tracksoar v1.2
5/21/17 18:28,383.5,43.895,-101.48433,11,75,32726.07,970,4.51,0,Pa=970/Rh=0.00/Ti=4.51 Tracksoar v1.2
5/21/17 18:28,384,43.89533,-101.4835,9,69,32742.23,974,3.92,0,Pa=974/Rh=0.00/Ti=3.92 Tracksoar v1.2
5/21/17 18:29,384.5,43.8955,-101.4825,9,0,32758.68,960,3.34,0,Pa=960/Rh=0.00/Ti=3.34 Tracksoar v1.2
5/21/17 18:29,385,43.89567,-101.4815,6,0,32778.19,959,2.74,0,Pa=959/Rh=0.00/Ti=2.74 Tracksoar v1.2
5/21/17 18:30,385.5,43.89567,-101.48067,15,112,32796.48,952,2.04,0,Pa=952/Rh=0.00/Ti=2.04 Tracksoar v1.2
5/21/17 18:30,386,43.89567,-101.48,6,85,32784.59,959,2,0,Pa=959/Rh=0.00/Ti=2.00 Tracksoar v1.2
5/21/17 18:31,386.5,43.89583,-101.47917,7,0,32762.04,959,1.69,0,Pa=959/Rh=0.00/Ti=1.69 Tracksoar v1.2
5/21/17 18:31,387,43.896,-101.4785,9,85,32760.21,964,1.19,0,Pa=964/Rh=0.00/Ti=1.19 Tracksoar v1.2
5/21/17 18:32,387.5,43.89633,-101.47783,9,86,32769.96,960,1.09,0,Pa=960/Rh=0.00/Ti=1.09 Tracksoar v1.2
5/21/17 18:32,388,43.89633,-101.47683,6,0,32797.09,960,1.48,0,Pa=960/Rh=0.00/Ti=1.48 Tracksoar v1.2
5/21/17 18:33,388.5,43.8965,-101.47633,9,43,32790.99,958,2.23,0,Pa=958/Rh=0.00/Ti=2.23 Tracksoar v1.2
5/21/17 18:33,389,43.89667,-101.47567,6,0,32778.5,957,3.18,0,Pa=957/Rh=0.00/Ti=3.18 Tracksoar v1.2
5/21/17 18:34,389.5,43.89683,-101.47533,6,0,32790.38,956,4.31,0,Pa=956/Rh=0.00/Ti=4.31 Tracksoar v1.2
5/21/17 18:34,390,43.897,-101.47467,7,0,32790.99,958,5.47,0,Pa=958/Rh=0.00/Ti=5.47 Tracksoar v1.2
5/21/17 18:35,390.5,43.89717,-101.474,9,0,32785.81,955,6.67,0,Pa=955/Rh=0.00/Ti=6.67 Tracksoar v1.2
5/21/17 18:35,391,43.89717,-101.47317,9,91,32798.92,957,7.97,0,Pa=957/Rh=0.00/Ti=7.97 Tracksoar v1.2
5/21/17 18:36,391.5,43.897,-101.47217,9,105,32814.16,959,9.21,0,Pa=959/Rh=0.00/Ti=9.21 Tracksoar v1.2
5/21/17 18:36,392,43.89683,-101.4715,4,0,32816.6,964,10.46,0,Pa=964/Rh=0.00/Ti=10.46 Tracksoar v1.2
5/21/17 18:37,392.5,43.89667,-101.471,4,0,32808.06,962,11.68,0,Pa=962/Rh=0.00/Ti=11.68 Tracksoar v1.2
5/21/17 18:37,393,43.89633,-101.4705,7,0,32819.34,967,12.87,0,Pa=967/Rh=0.00/Ti=12.87 Tracksoar v1.2
5/21/17 18:38,393.5,43.896,-101.47,6,0,32817.51,953,14.01,0,Pa=953/Rh=0.00/Ti=14.01 Tracksoar v1.2
5/21/17 18:38,394,43.89533,-101.46967,7,143,32820.86,966,15.16,0,Pa=966/Rh=0.00/Ti=15.16 Tracksoar v1.2
5/21/17 18:39,394.5,43.89483,-101.4695,7,0,32833.97,969,16.28,0,Pa=969/Rh=0.00/Ti=16.28 Tracksoar v1.2
5/21/17 18:39,395,43.8945,-101.46933,6,0,32846.77,971,17.21,0,Pa=971/Rh=0.00/Ti=17.21 Tracksoar v1.2
5/21/17 18:40,395.5,43.89433,-101.46917,4,0,32812.02,968,18.07,0,Pa=968/Rh=0.00/Ti=18.07 Tracksoar v1.2
5/21/17 18:40,396,43.89383,-101.46867,6,0,32808.67,972,18.93,0,Pa=972/Rh=0.00/Ti=18.93 Tracksoar v1.2
5/21/17 18:41,396.5,43.8935,-101.4685,6,0,32808.37,974,19.74,0,Pa=974/Rh=0.00/Ti=19.74 Tracksoar v1.2
5/21/17 18:41,397,43.89317,-101.46817,7,166,32824.83,974,20.43,0,Pa=974/Rh=0.00/Ti=20.43 Tracksoar v1.2
5/21/17 18:42,397.5,43.89267,-101.46817,4,0,32839.76,970,21.15,0,Pa=970/Rh=0.00/Ti=21.15 Tracksoar v1.2
5/21/17 18:42,398,43.89233,-101.46783,9,196,32862.93,971,21.89,0,Pa=971/Rh=0.00/Ti=21.89 Tracksoar v1.2
5/21/17 18:43,398.5,43.892,-101.46767,4,0,32888.83,968,22.5,0,Pa=968/Rh=0.00/Ti=22.50 Tracksoar v1.2
5/21/17 18:43,399,43.89167,-101.4675,6,0,32894.02,925,24.2,0,Pa=925/Rh=0.00/Ti=24.20 Tracksoar v1.2
5/21/17 18:44,399.5,43.8915,-101.467,2,0,32901.64,976,24.2,0,Pa=976/Rh=0.00/Ti=24.20 Tracksoar v1.2
5/21/17 18:44,400,43.89133,-101.467,2,0,32903.46,968,-133.52,0,Pa=968/Rh=0.00/Ti=-133.52 Tracksoar v1.2
5/21/17 18:45,400.5,43.89117,-101.46683,6,0,32907.73,936,25,7,Pa=936/Rh=7.00/Ti=25.00 Tracksoar v1.2
5/21/17 18:45,401,43.89083,-101.46667,4,0,32939.74,975,25.37,0,Pa=975/Rh=0.00/Ti=25.37 Tracksoar v1.2
5/21/17 18:46,401.5,43.891,-101.46633,2,0,32913.83,968,25.71,0,Pa=968/Rh=0.00/Ti=25.71 Tracksoar v1.2
5/21/17 18:46,402,43.89083,-101.466,2,0,32941.87,972,26.03,0,Pa=972/Rh=0.00/Ti=26.03 Tracksoar v1.2
5/21/17 18:47,402.5,43.89067,-101.46583,6,0,32943.39,973,26.35,0,Pa=973/Rh=0.00/Ti=26.35 Tracksoar v1.2
5/21/17 18:47,403,43.89067,-101.46517,4,0,32927.85,973,26.67,0,Pa=973/Rh=0.00/Ti=26.67 Tracksoar v1.2
5/21/17 18:48,403.5,43.89033,-101.465,4,0,32963.21,974,26.96,0,Pa=974/Rh=0.00/Ti=26.96 Tracksoar v1.2
5/21/17 18:48,404,43.89033,-101.4645,6,0,32927.85,978,27.2,0,Pa=978/Rh=0.00/Ti=27.20 Tracksoar v1.2
5/21/17 18:49,404.5,43.89017,-101.46417,4,0,32922.06,975,27.29,0,Pa=975/Rh=0.00/Ti=27.29 Tracksoar v1.2
5/21/17 18:49,405,43.88983,-101.464,6,0,32908.34,978,26.89,0,Pa=978/Rh=0.00/Ti=26.89 Tracksoar v1.2
5/21/17 18:50,405.5,43.88967,-101.464,2,0,32887.62,980,26.12,0,Pa=980/Rh=0.00/Ti=26.12 Tracksoar v1.2
5/21/17 18:50,406,43.8895,-101.46383,2,0,32883.65,978,25.16,0,Pa=978/Rh=0.00/Ti=25.16 Tracksoar v1.2
5/21/17 18:51,406.5,43.8895,-101.4635,0,0,32894.32,973,24.08,0,Pa=973/Rh=0.00/Ti=24.08 Tracksoar v1.2
5/21/17 18:51,407,43.8895,-101.46317,6,0,32914.44,965,22.88,0,Pa=965/Rh=0.00/Ti=22.88 Tracksoar v1.2
5/21/17 18:52,407.5,43.88933,-101.46283,4,0,32925.41,962,21.67,0,Pa=962/Rh=0.00/Ti=21.67 Tracksoar v1.2
5/21/17 18:52,408,43.88933,-101.46267,4,0,32937.6,965,20.44,0,Pa=965/Rh=0.00/Ti=20.44 Tracksoar v1.2
5/21/17 18:53,408.5,43.88917,-101.462,7,0,32933.03,965,19.19,0,Pa=965/Rh=0.00/Ti=19.19 Tracksoar v1.2
5/21/17 18:53,409,43.88917,-101.46133,13,26,32904.07,962,17.97,0,Pa=962/Rh=0.00/Ti=17.97 Tracksoar v1.2
5/21/17 18:54,409.5,43.88883,-101.46117,6,0,32896.15,962,16.74,0,Pa=962/Rh=0.00/Ti=16.74 Tracksoar v1.2
5/21/17 18:55,410,43.88883,-101.46067,6,0,32899.2,962,15.54,0,Pa=962/Rh=0.00/Ti=15.54 Tracksoar v1.2
5/21/17 18:55,410.5,43.88883,-101.46033,6,0,32907.73,959,14.41,0,Pa=959/Rh=0.00/Ti=14.41 Tracksoar v1.2
5/21/17 18:55,411,43.889,-101.46017,4,0,32936.69,951,13.35,0,Pa=951/Rh=0.00/Ti=13.35 Tracksoar v1.2
5/21/17 18:56,411.5,43.889,-101.46,2,0,32935.16,954,12.29,0,Pa=954/Rh=0.00/Ti=12.29 Tracksoar v1.2
5/21/17 18:57,412,43.88917,-101.46,2,0,32962.6,946,9.41,0,Pa=946/Rh=0.00/Ti=9.41 Tracksoar v1.2
5/21/17 18:58,412.5,43.88917,-101.46017,2,0,32955.28,941,8.55,0,Pa=941/Rh=0.00/Ti=8.55 Tracksoar v1.2
5/21/17 18:59,413,43.889,-101.46033,2,0,32956.5,953,7.69,0,Pa=953/Rh=0.00/Ti=7.69 Tracksoar v1.2
5/21/17 18:59,413.5,43.889,-101.4605,2,0,32960.46,943,6.93,0,Pa=943/Rh=0.00/Ti=6.93 Tracksoar v1.2
5/21/17 19:00,414,43.88883,-101.46083,2,0,32972.35,942,6.18,0,Pa=942/Rh=0.00/Ti=6.18 Tracksoar v1.2
5/21/17 19:00,414.5,43.889,-101.46117,2,275,32982.71,940,5.66,0,Pa=940/Rh=0.00/Ti=5.66 Tracksoar v1.2
5/21/17 19:01,415,43.889,-101.46133,4,0,32999.48,937,5.35,0,Pa=937/Rh=0.00/Ti=5.35 Tracksoar v1.2
5/21/17 19:01,415.5,43.88883,-101.46167,2,0,33029.65,939,4.68,0,Pa=939/Rh=0.00/Ti=4.68 Tracksoar v1.2
5/21/17 19:02,416,43.88883,-101.46183,2,0,33021.12,938,4.01,0,Pa=938/Rh=0.00/Ti=4.01 Tracksoar v1.2
5/21/17 19:02,416.5,43.8885,-101.46183,4,0,32988.81,937,3.37,0,Pa=937/Rh=0.00/Ti=3.37 Tracksoar v1.2
5/21/17 19:03,417,43.88833,-101.46183,4,0,32983.32,935,2.72,0,Pa=935/Rh=0.00/Ti=2.72 Tracksoar v1.2
5/21/17 19:03,417.5,43.88783,-101.46183,6,0,32985.15,939,1.6,0,Pa=939/Rh=0.00/Ti=1.60 Tracksoar v1.2
5/21/17 19:04,418,43.8875,-101.462,2,0,33009.54,940,1.11,0,Pa=940/Rh=0.00/Ti=1.11 Tracksoar v1.2
5/21/17 19:05,418.5,43.88717,-101.462,4,0,32967.78,17510,0.65,0,Pa=17510/Rh=0.00/Ti=0.65 Tracksoar v1.2
5/21/17 19:05,419,43.88717,-101.46217,4,0,32960.16,939,0.21,0,Pa=939/Rh=0.00/Ti=0.21 Tracksoar v1.2
5/21/17 19:06,419.5,43.887,-101.46217,7,0,32965.34,938,-42.96,0,Pa=938/Rh=0.00/Ti=-42.96 Tracksoar v1.2
5/21/17 19:06,420,43.887,-101.4625,6,0,32982.71,939,-0.99,0,Pa=939/Rh=0.00/Ti=-0.99 Tracksoar v1.2
5/21/17 19:07,420.5,43.88717,-101.46267,2,0,32983.93,933,-0.88,0,Pa=933/Rh=0.00/Ti=-0.88 Tracksoar v1.2
5/21/17 19:08,421,43.88733,-101.46283,4,0,32969.91,936,-0.27,0,Pa=936/Rh=0.00/Ti=-0.27 Tracksoar v1.2
5/21/17 19:08,421.5,43.8875,-101.46317,6,0,32981.49,924,0.58,0,Pa=924/Rh=0.00/Ti=0.58 Tracksoar v1.2
5/21/17 19:09,422,43.88783,-101.46333,4,0,32980.88,936,1.47,0,Pa=936/Rh=0.00/Ti=1.47 Tracksoar v1.2
5/21/17 19:09,422.5,43.888,-101.46367,6,11,32960.16,930,1.95,0,Pa=930/Rh=0.00/Ti=1.95 Tracksoar v1.2
5/21/17 19:10,423,43.888,-101.46383,2,0,32971.74,933,2.14,0,Pa=933/Rh=0.00/Ti=2.14 Tracksoar v1.2
5/21/17 19:10,423.5,43.88833,-101.464,6,0,33011.97,931,2.03,0,Pa=931/Rh=0.00/Ti=2.03 Tracksoar v1.2
5/21/17 19:11,424,43.88867,-101.464,2,0,33021.73,931,1.84,0,Pa=931/Rh=0.00/Ti=1.84 Tracksoar v1.2
5/21/17 19:12,424.5,43.88883,-101.46417,4,0,33025.08,933,1.65,0,Pa=933/Rh=0.00/Ti=1.65 Tracksoar v1.2
5/21/17 19:12,425,43.88883,-101.46433,6,0,33015.94,927,1.44,0,Pa=927/Rh=0.00/Ti=1.44 Tracksoar v1.2
5/21/17 19:13,425.5,43.88917,-101.46433,0,0,32994.9,932,1.19,0,Pa=932/Rh=0.00/Ti=1.19 Tracksoar v1.2
5/21/17 19:13,426,43.88917,-101.4645,2,0,32982.1,934,0.82,0,Pa=934/Rh=0.00/Ti=0.82 Tracksoar v1.2
5/21/17 19:14,426.5,43.889,-101.46467,6,97,32979.66,944,0.51,0,Pa=944/Rh=0.00/Ti=0.51 Tracksoar v1.2
5/21/17 19:14,427,43.88867,-101.46467,4,0,32956.8,938,0.3,0,Pa=938/Rh=0.00/Ti=0.30 Tracksoar v1.2
5/21/17 19:15,427.5,43.8885,-101.46467,2,0,32968.08,935,0.65,0,Pa=935/Rh=0.00/Ti=0.65 Tracksoar v1.2
5/21/17 19:15,428,43.88817,-101.46467,7,196,32985.76,936,1.36,0,Pa=936/Rh=0.00/Ti=1.36 Tracksoar v1.2
5/21/17 19:16,428.5,43.88783,-101.4645,4,0,32962.29,937,2.15,0,Pa=937/Rh=0.00/Ti=2.15 Tracksoar v1.2
5/21/17 19:16,429,43.88733,-101.46433,6,0,32971.74,936,2.62,0,Pa=936/Rh=0.00/Ti=2.62 Tracksoar v1.2
5/21/17 19:17,429.5,43.887,-101.464,9,153,32972.35,932,2.79,0,Pa=932/Rh=0.00/Ti=2.79 Tracksoar v1.2
5/21/17 19:17,430,43.88633,-101.46367,9,76,32972.04,934,2.73,0,Pa=934/Rh=0.00/Ti=2.73 Tracksoar v1.2
5/21/17 19:18,430.5,43.88583,-101.46317,11,152,32968.39,939,2.53,0,Pa=939/Rh=0.00/Ti=2.53 Tracksoar v1.2
5/21/17 19:18,431,43.88517,-101.46283,9,150,32971.74,934,2.3,0,Pa=934/Rh=0.00/Ti=2.30 Tracksoar v1.2
5/21/17 19:19,431.5,43.88467,-101.4625,11,161,32955.28,936,2.08,0,Pa=936/Rh=0.00/Ti=2.08 Tracksoar v1.2
5/21/17 19:19,432,43.88417,-101.462,11,109,32753.5,977,1.81,0,Pa=977/Rh=0.00/Ti=1.81 Tracksoar v1.2
5/21/17 19:20,432.5,43.88433,-101.46,17,16,31651.96,1116,1.41,0,Pa=1116/Rh=0.00/Ti=1.41 Tracksoar v1.2
5/21/17 19:20,433,43.88517,-101.459,30,15,30569.31,1258,1.18,0,Pa=1258/Rh=0.00/Ti=1.18 Tracksoar v1.2
5/21/17 19:21,433.5,43.88683,-101.45667,31,45,29621.38,1446,0.96,0,Pa=1446/Rh=0.00/Ti=0.96 Tracksoar v1.2
5/21/17 19:21,434,43.8875,-101.45533,26,97,28632.61,1637,0.59,0,Pa=1637/Rh=0.00/Ti=0.59 Tracksoar v1.2
5/21/17 19:22,434.5,43.88667,-101.45367,37,106,27750.82,1853,0.16,0,Pa=1853/Rh=0.00/Ti=0.16 Tracksoar v1.2
5/21/17 19:22,435,43.88633,-101.4515,11,100,26940.05,2073,-0.35,0,Pa=2073/Rh=0.00/Ti=-0.35 Tracksoar v1.2
5/21/17 19:23,435.5,43.88683,-101.44833,4,0,25386.18,2595,-1.72,0,Pa=2595/Rh=0.00/Ti=-1.72 Tracksoar v1.2
5/21/17 19:24,436,43.887,-101.44883,4,0,24683.31,2872,-2.65,0,Pa=2872/Rh=0.00/Ti=-2.65 Tracksoar v1.2
5/21/17 19:24,436.5,43.88683,-101.4475,9,0,23989.89,3181,-3.61,0,Pa=3181/Rh=0.00/Ti=-3.61 Tracksoar v1.2
5/21/17 19:25,437,43.887,-101.44733,7,330,22694.8,3847,-5.82,0,Pa=3847/Rh=0.00/Ti=-5.82 Tracksoar v1.2
5/21/17 19:26,437.5,43.88733,-101.4465,4,0,22072.7,4231,-6.95,0,Pa=4231/Rh=0.00/Ti=-6.95 Tracksoar v1.2
5/21/17 19:26,438,43.88783,-101.44633,11,292,21496.93,4616,-8.01,0,Pa=4616/Rh=0.00/Ti=-8.01 Tracksoar v1.2
