n,a_x,a_y,a_z,p,time,g_x,g_y,g_z,rot_x,rot_y,rot_z,t,rh,mag_x,mag_y,mag_z
618,-0.081397414,0.08220506,-0.02305317,906.473,Thu Nov 10 19:32:51 MST 2016,0.9129032,2.6890802,9.386471,0.110522754,-0.095957726,-0.373987,0.0,0.0,-23.860168,13.751984,-29.772568
619,0.21021843,0.068474054,0.03467846,906.38745,Thu Nov 10 19:32:52 MST 2016,0.8976865,2.7131457,9.381013,0.11288237,-0.09465238,-0.36526972,0.0,0.0,-23.221207,14.448166,-30.238342
620,0.2709841,0.047009706,0.82206535,906.2882,Thu Nov 10 19:32:53 MST 2016,0.7093271,2.8437788,9.358427,0.12259455,-0.088450976,-0.36717322,0.0,0.0,-23.950195,13.663483,-29.587555
621,0.08807778,0.0055892467,-0.11436176,906.1857,Thu Nov 10 19:32:55 MST 2016,0.65685284,2.9107707,9.341646,0.1266705,-0.087539755,-0.369038,0.0,0.0,-22.633743,12.931824,-30.321884
622,-0.039418817,-0.03298378,0.10753155,906.0816,Thu Nov 10 19:32:56 MST 2016,0.7886657,2.9238775,9.327343,0.12453095,-0.09449809,-0.3715523,0.0,0.0,-23.356247,12.489319,-30.226898
623,-0.042515576,-0.01815486,0.13332272,905.95996,Thu Nov 10 19:32:58 MST 2016,0.7591125,2.92551,9.329283,0.12538412,-0.09283188,-0.36952695,0.0,0.0,-24.131393,13.578415,-30.418777
624,0.087936044,-0.12377834,-0.035378456,905.81256,Thu Nov 10 19:32:59 MST 2016,0.84706795,2.911992,9.32594,0.12260206,-0.09735559,-0.37371084,0.0,0.0,-24.668503,13.391876,-29.400635
625,-0.062299192,0.01275754,0.027877808,905.7079,Thu Nov 10 19:33:01 MST 2016,0.56450814,2.9100406,9.347908,0.12811904,-0.08351561,-0.3721252,0.0,0.0,-20.770645,12.617493,-26.898956
626,-0.061282754,-0.042411566,-0.2155428,905.57623,Thu Nov 10 19:33:02 MST 2016,0.53498346,2.929863,9.3434515,0.13023794,-0.081576005,-0.36556953,0.0,0.0,-23.244476,13.425446,-29.770279
627,-0.75071025,0.124236345,-0.08952141,905.43506,Thu Nov 10 19:33:03 MST 2016,0.43334454,2.8879566,9.361748,0.13240005,-0.071791165,-0.3370507,0.0,0.0,-22.59407,14.63623,-30.97763
628,0.004614912,0.021565437,0.08250332,905.31995,Thu Nov 10 19:33:05 MST 2016,0.05846752,2.9630992,9.348103,0.1449478,-0.05332978,-0.31571,0.0,0.0,-21.401215,16.192627,-30.893326
629,0.111842856,-0.06808305,-0.22646427,905.2215,Thu Nov 10 19:33:06 MST 2016,0.09388852,3.0342033,9.324977,0.14805982,-0.051349968,-0.29460832,0.0,0.0,-19.424438,17.004013,-31.080627
630,0.31813225,-0.06288624,0.04126072,905.0944,Thu Nov 10 19:33:07 MST 2016,0.33328456,2.9077625,9.359714,0.13841446,-0.060240276,-0.28870502,0.0,0.0,-19.851685,17.762375,-31.455612
631,0.21076018,-0.15441036,-0.35219574,904.96625,Thu Nov 10 19:33:09 MST 2016,0.37756738,2.9831707,9.334266,0.14094043,-0.06496678,-0.29762325,0.0,0.0,-19.49768,17.686462,-31.63948
632,-0.16345477,-0.12992024,0.2514305,904.8507,Thu Nov 10 19:33:10 MST 2016,0.34638765,2.927426,9.353106,0.13901344,-0.061641004,-0.29169542,0.0,0.0,-20.027542,17.839813,-30.716324
633,-0.05324486,-0.12757277,-0.20569515,904.75244,Thu Nov 10 19:33:11 MST 2016,0.2544534,2.6605284,9.435424,0.12747724,-0.05173792,-0.28342086,0.0,0.0,-19.487381,18.109894,-31.271744
634,-0.13429368,0.20022893,0.09707451,904.6516,Thu Nov 10 19:33:13 MST 2016,0.028206073,2.5798047,9.461194,0.12784562,-0.03562077,-0.2555714,0.0,0.0,-18.3712,20.178986,-31.92978
635,-0.005282104,0.23824191,-0.006623268,904.54645,Thu Nov 10 19:33:14 MST 2016,-0.16122784,2.580638,9.459636,0.1314149,-0.020565834,-0.21399868,0.0,0.0,-15.289688,22.543716,-31.847763
636,-0.09321943,0.19262528,-0.19620895,904.4742,Thu Nov 10 19:33:15 MST 2016,-0.1770023,2.6318285,9.445239,0.1350096,-0.01411581,-0.16891392,0.0,0.0,-14.458084,23.838806,-32.03926
637,-0.1857863,-0.0755496,0.40426826,904.4042,Thu Nov 10 19:33:17 MST 2016,-0.31291956,2.834779,9.382776,0.14691563,-0.0052284547,-0.14342551,0.0,0.0,-11.49292,25.102234,-32.96814
638,-0.44138306,0.021293402,-0.03978157,904.329,Thu Nov 10 19:33:18 MST 2016,-0.2461188,2.785458,9.399523,0.14401457,-0.004183751,-0.11568468,0.0,0.0,-10.505676,25.463104,-32.69272
639,-0.32622176,-0.33179474,-0.39582062,904.29584,Thu Nov 10 19:33:19 MST 2016,0.106839076,2.6170487,9.450398,0.13353138,-0.01825261,-0.0940391,0.0,0.0,-9.853363,26.668167,-32.69806
640,0.09441519,-0.55185723,-0.05411911,904.25354,Thu Nov 10 19:33:21 MST 2016,-0.12742698,2.4035935,9.506677,0.123586185,-0.0045694886,-0.089112364,0.0,0.0,-7.633972,26.45874,-31.585693
641,0.7054941,-0.49035883,2.404111,904.2301,Thu Nov 10 19:33:22 MST 2016,0.45909685,2.1165924,9.5645,0.1061269,-0.03291382,-0.08648596,0.0,0.0,-7.974243,27.12822,-31.034851
642,0.12681475,-0.90514004,0.056088448,904.248,Thu Nov 10 19:33:23 MST 2016,0.47232744,1.690009,9.648376,0.08456398,-0.030309372,-0.071276575,0.0,0.0,-6.734085,26.902771,-31.310654
643,-0.13588691,-0.6155536,0.16699314,904.26227,Thu Nov 10 19:33:25 MST 2016,0.34101254,1.2470914,9.721052,0.062530436,-0.021312278,-0.061388277,0.0,0.0,-5.921936,27.348328,-31.68335
644,0.14137578,0.13402802,-0.02030468,904.2828,Thu Nov 10 19:33:26 MST 2016,0.30654803,0.9437435,9.756318,0.047523685,-0.017540414,-0.03944609,0.0,0.0,-4.3060303,27.975464,-30.852509
645,0.16971514,0.22682548,0.021803856,904.2899,Thu Nov 10 19:33:27 MST 2016,0.30608743,1.0424385,9.746283,0.05298104,-0.016459359,-0.0155884195,0.0,0.0,-3.4118652,28.165054,-30.759811
646,0.371476,0.070186496,0.10756779,904.3176,Thu Nov 10 19:33:29 MST 2016,0.5245812,1.0791489,9.732966,0.05502329,-0.02700466,-0.0037710594,0.0,0.0,-3.2234192,28.593445,-30.57785
647,0.8956505,-0.4524802,0.021406174,904.3404,Thu Nov 10 19:33:30 MST 2016,1.0349605,1.0249863,9.697868,0.05094029,-0.05432701,-0.027240293,0.0,0.0,-4.023361,28.661728,-30.762863
648,0.8234457,-0.08458233,0.69701576,904.36316,Thu Nov 10 19:33:31 MST 2016,1.4646555,0.98089975,9.646917,0.039739616,-0.08102399,-0.13316937,0.0,0.0,-8.027267,28.653336,-30.210114
649,0.5341382,-1.2795724,0.7458525,904.3821,Thu Nov 10 19:33:33 MST 2016,3.8226838,1.0283716,8.972175,0.0024792934,-0.20625286,-0.24281976,0.0,0.0,-17.69867,25.959778,-28.263092
650,-1.451186,-0.18346024,-0.33017635,904.3583,Thu Nov 10 19:33:34 MST 2016,2.430839,-8.236977,4.734303,-0.4683357,-0.19819038,0.09739886,0.0,0.0,-2.527237,61.22551,-4.586029
651,0.30575237,-0.40915084,-1.0591593,904.3729,Thu Nov 10 19:33:35 MST 2016,0.05741017,3.2206616,9.262528,0.12744585,-0.10723828,-0.6212974,0.0,0.0,-12.983704,18.317032,-26.184082
652,0.2778207,-0.20326829,-0.6544266,904.33875,Thu Nov 10 19:33:37 MST 2016,-0.5007024,2.9048066,9.353169,0.13268541,-0.07426745,-0.6222285,0.0,0.0,-21.740723,5.5625916,-32.130814
653,0.17549556,0.41319752,-0.71325016,904.318,Thu Nov 10 19:33:38 MST 2016,-0.63835734,2.7996624,9.376821,0.14017567,-0.047602043,-0.5182337,0.0,0.0,-20.169449,8.059692,-31.404114
654,-0.02651465,-0.043473244,-0.37137985,904.2974,Thu Nov 10 19:33:40 MST 2016,-0.77707124,2.476003,9.457058,0.1313385,-0.023966815,-0.46168524,0.0,0.0,-20.331192,8.736801,-31.499863
655,-0.041872203,-0.153445,-0.03381729,904.2942,Thu Nov 10 19:33:41 MST 2016,-0.7983883,2.3624892,9.4842825,0.12688205,-0.01836132,-0.44880253,0.0,0.0,-19.28482,7.8193665,-30.385208
