n,a_x,a_y,a_z,p,time,g_x,g_y,g_z,rot_x,rot_y,rot_z,t,rh,mag_x,mag_y,mag_z
243,-0.84161407,-0.22374392,0.01275444,910.0664,Thu Nov 10 19:25:00 MST 2016,0.7034412,3.2376654,9.23001,0.088199474,-0.14704193,-0.71800286,0.0,0.0,-6.136322,-8.317947,-25.76027
244,-0.75788736,-0.5345876,0.2368021,910.06055,Thu Nov 10 19:25:01 MST 2016,0.5667686,3.045242,9.304605,0.089547396,-0.13258384,-0.7031176,0.0,0.0,-6.3999176,-8.15506,-25.57602
245,-0.56050503,-0.34011984,-0.10735512,910.04346,Thu Nov 10 19:25:02 MST 2016,0.3780419,2.8791087,9.366867,0.091190115,-0.11877308,-0.6991791,0.0,0.0,-7.390976,-8.595276,-26.96228
246,-0.18003279,-0.28321195,0.07936382,910.0271,Thu Nov 10 19:25:03 MST 2016,0.3281757,2.7380075,9.410951,0.08213396,-0.11588376,-0.7337301,0.0,0.0,-8.919525,-9.310913,-26.866913
247,-0.031709462,-0.2514875,-0.09503269,910.0266,Thu Nov 10 19:25:05 MST 2016,0.30317724,2.5788336,9.456643,0.074436866,-0.11092598,-0.75281817,0.0,0.0,-9.175491,-8.805084,-27.23999
248,-0.20741251,-0.0991137,-0.049463272,909.9985,Thu Nov 10 19:25:06 MST 2016,0.32053584,2.5014265,9.476841,0.070921734,-0.108562,-0.7544566,0.0,0.0,-10.064316,-8.827972,-26.501083
249,-0.16658083,-0.18820763,0.051094055,910.0087,Thu Nov 10 19:25:07 MST 2016,0.2605574,2.409533,9.502455,0.069037,-0.10365104,-0.76188713,0.0,0.0,-9.344482,-8.47168,-26.502228
250,-0.06986901,-0.16957617,-0.09802723,910.00793,Thu Nov 10 19:25:08 MST 2016,0.36417276,2.340077,9.5163965,0.062184934,-0.10455546,-0.76492363,0.0,0.0,-9.864044,-7.892227,-25.764465
251,0.034915566,-0.10907698,0.11973381,909.9977,Thu Nov 10 19:25:09 MST 2016,0.38989922,2.3289077,9.518117,0.061055228,-0.10480147,-0.76340514,0.0,0.0,-9.949493,-7.7220917,-26.136017
252,-0.21663031,0.009660482,-0.047974586,909.9898,Thu Nov 10 19:25:11 MST 2016,0.40235347,2.2258255,9.5422325,0.051719885,-0.10395482,-0.79637486,0.0,0.0,-10.538483,-10.026169,-26.956177
253,-0.071254075,0.10114813,-0.03408909,909.98505,Thu Nov 10 19:25:12 MST 2016,0.47224995,2.1615167,9.553806,0.04653429,-0.10356647,-0.79845625,0.0,0.0,-9.8789215,-8.486176,-25.94757
254,-0.17951521,0.07481527,0.09989929,909.9859,Thu Nov 10 19:25:13 MST 2016,0.49075034,2.24831,9.532821,0.041856635,-0.11049653,-0.83222806,0.0,0.0,-7.601166,-10.058212,-24.458313
255,-0.007972389,0.051989317,-0.07065201,909.9888,Thu Nov 10 19:25:14 MST 2016,0.43839493,2.2316153,9.539292,0.046535328,-0.10707912,-0.8174746,0.0,0.0,-9.186935,-9.316635,-26.866913
256,-0.11386335,0.0846324,0.21106339,909.9861,Thu Nov 10 19:25:15 MST 2016,0.39909407,2.2177992,9.544238,0.04825502,-0.10512256,-0.8150628,0.0,0.0,-9.445572,-8.983612,-26.591492
257,-0.019993931,0.098151445,-0.26685715,909.9848,Thu Nov 10 19:25:16 MST 2016,0.4801784,2.1239226,9.561838,0.04387385,-0.10274713,-0.8053547,0.0,0.0,-10.42099,-8.837128,-26.130676
258,-0.034736723,-0.09261489,-0.30327988,909.9717,Thu Nov 10 19:25:18 MST 2016,0.40978593,2.1528172,9.558653,0.048885323,-0.10126489,-0.7982834,0.0,0.0,-8.092117,-8.186722,-26.87149
259,-0.046645343,0.042595148,0.031597137,909.95325,Thu Nov 10 19:25:19 MST 2016,0.38015634,2.1527703,9.559887,0.052547578,-0.09909666,-0.7835708,0.0,0.0,-9.41391,-7.6229095,-26.599121
260,-0.0037704408,-0.020126343,-0.024161339,909.97833,Thu Nov 10 19:25:20 MST 2016,0.38779777,2.1430542,9.561764,0.052498415,-0.09863907,-0.78007525,0.0,0.0,-9.984207,-9.164047,-26.961136
261,0.072353125,-0.2621696,0.16224766,909.9962,Thu Nov 10 19:25:21 MST 2016,0.40631264,2.0744236,9.576119,0.04774378,-0.09733614,-0.79172754,0.0,0.0,-10.321808,-8.408356,-26.503372
262,-0.006798178,-0.10921025,0.269598,910.01624,Thu Nov 10 19:25:22 MST 2016,0.39920267,2.025932,9.586794,0.043872733,-0.096357234,-0.80825245,0.0,0.0,-9.073257,-8.2977295,-26.132584
263,-0.1495257,-0.39436507,0.114281654,910.0243,Thu Nov 10 19:25:24 MST 2016,0.46927127,1.9807249,9.593065,0.035888437,-0.09798888,-0.82986945,0.0,0.0,-9.095383,-9.235382,-25.757217
264,-0.004911661,-0.036096454,0.021118164,910.0238,Thu Nov 10 19:25:25 MST 2016,0.47024393,1.9295664,9.603438,0.03357334,-0.09609236,-0.83474016,0.0,0.0,-9.176254,-8.893585,-26.313782
265,-0.0059489906,0.05387044,-0.08998108,910.05334,Thu Nov 10 19:25:26 MST 2016,0.3578764,1.8998336,9.614205,0.03872853,-0.091170475,-0.82802284,0.0,0.0,-8.911896,-8.969879,-26.960754
266,-0.1954554,-0.002861619,-0.11413193,910.0684,Thu Nov 10 19:25:27 MST 2016,0.34842387,1.8539069,9.623514,0.040251683,-0.08784735,-0.81270677,0.0,0.0,-8.808517,-8.373642,-26.686478
267,-0.17561713,0.09229112,0.024891853,910.06726,Thu Nov 10 19:25:28 MST 2016,0.33185878,1.8293904,9.628789,0.040481932,-0.08619502,-0.8110286,0.0,0.0,-9.788132,-8.391571,-27.611542
268,-0.18840846,0.059387445,-0.07068348,910.0939,Thu Nov 10 19:25:29 MST 2016,0.3940246,1.656563,9.657687,0.030064259,-0.08179924,-0.8301386,0.0,0.0,-10.237122,-8.579254,-26.039124
269,-0.23941034,-0.41833103,0.08560753,910.1486,Thu Nov 10 19:25:31 MST 2016,0.5671931,1.533405,9.669403,0.02133739,-0.08088503,-0.815513,0.0,0.0,-11.376953,-7.8323364,-27.430344
270,-0.017342985,-0.64007676,0.4351797,910.20905,Thu Nov 10 19:25:32 MST 2016,0.8566735,1.1007581,9.706947,-0.002953369,-0.07123692,-0.8118608,0.0,0.0,-11.191177,-7.479477,-29.375076
271,0.12362659,-1.0881898,0.37954998,910.2821,Thu Nov 10 19:25:33 MST 2016,0.96282023,0.82251763,9.724547,-0.021679958,-0.060959302,-0.8649444,0.0,0.0,-12.636566,-8.46405,-25.857162
272,0.0059741735,-0.85387504,0.28233814,910.3412,Thu Nov 10 19:25:34 MST 2016,0.8963343,0.5455004,9.750353,-0.026627263,-0.04648977,-0.8744298,0.0,0.0,-13.32016,-7.289505,-25.770187
273,-0.19445103,-0.058333695,0.063845634,910.37585,Thu Nov 10 19:25:35 MST 2016,0.93497986,0.48996794,9.749674,-0.0314716,-0.043755505,-0.8927168,0.0,0.0,-10.118866,-7.3890686,-25.397873
274,-0.18889028,0.49911547,-0.021203995,910.3878,Thu Nov 10 19:25:37 MST 2016,0.98348194,0.6238394,9.737247,-0.029834371,-0.051463548,-0.8853541,0.0,0.0,-11.640167,-7.7651978,-25.026321
275,-0.023495495,0.06454229,-0.00710392,910.38226,Thu Nov 10 19:25:38 MST 2016,0.9201777,1.097876,9.701461,-0.013408079,-0.07199598,-0.8687181,0.0,0.0,-11.221313,-8.859253,-25.48294
276,0.006789267,0.1620183,-0.032114983,910.3942,Thu Nov 10 19:25:39 MST 2016,0.94707465,1.3601211,9.665584,-0.0066972245,-0.08454311,-0.8601024,0.0,0.0,-10.865402,-8.853912,-25.02098
277,-0.01601553,0.12000358,-0.023303032,910.3876,Thu Nov 10 19:25:40 MST 2016,0.95143646,1.6147802,9.625883,0.0020460482,-0.095980875,-0.8466255,0.0,0.0,-11.674118,-9.213638,-24.649048
278,-0.023071527,0.009907246,0.004998207,910.3833,Thu Nov 10 19:25:41 MST 2016,0.9275466,1.7456787,9.605346,0.00834966,-0.100965306,-0.83707845,0.0,0.0,-11.038971,-8.687973,-24.836731
279,-0.010495722,0.004909277,0.00450325,910.39526,Thu Nov 10 19:25:43 MST 2016,0.9330708,1.7557385,9.602977,0.008425752,-0.101555385,-0.8368411,0.0,0.0,-11.040878,-8.772659,-24.927902
280,-0.01258117,0.0012303591,0.0046186447,910.3978,Thu Nov 10 19:25:44 MST 2016,0.92673355,1.7600155,9.602806,0.008910425,-0.10155652,-0.8363452,0.0,0.0,-11.213303,-8.518219,-25.669098
281,-0.0041164756,7.086992E-4,-0.015467644,910.4016,Thu Nov 10 19:25:45 MST 2016,0.925926,1.7563813,9.60355,0.008800012,-0.10137941,-0.8365959,0.0,0.0,-11.583328,-9.125519,-24.834442
282,6.046891E-4,-0.004701853,-0.0021028519,910.3896,Thu Nov 10 19:25:46 MST 2016,0.9230586,1.760736,9.603029,0.009118829,-0.10148229,-0.8361901,0.0,0.0,-10.9565735,-8.937073,-25.759888
283,0.0093538165,-6.03199E-4,0.0037317276,910.3843,Thu Nov 10 19:25:47 MST 2016,0.9262408,1.7556903,9.603646,0.0087562585,-0.101359054,-0.8366564,0.0,0.0,-11.497116,-9.206772,-25.203323
284,0.00704515,-0.009950876,0.0024785995,910.381,Thu Nov 10 19:25:48 MST 2016,0.9277516,1.7541237,9.603786,0.0086182775,-0.101335555,-0.8368155,0.0,0.0,-11.219406,-8.777237,-24.835587
285,-0.0034051538,0.018099189,-0.002401352,910.38153,Thu Nov 10 19:25:50 MST 2016,0.91637665,1.7605265,9.603706,0.009434911,-0.101282805,-0.83602273,0.0,0.0,-11.301804,-8.520508,-25.485611
286,0.0015034676,-6.3979626E-4,9.050369E-4,910.3792,Thu Nov 10 19:25:51 MST 2016,0.92324996,1.7579125,9.603527,0.008993217,-0.10136812,-0.8364074,0.0,0.0,-11.143875,-9.374619,-24.00055
287,-0.00831753,-0.003578186,0.003361702,910.3906,Thu Nov 10 19:25:52 MST 2016,0.9107972,1.7611245,9.604128,0.009730438,-0.101148754,-0.8358254,0.0,0.0,-10.873032,-9.195328,-24.648666
288,0.016053557,0.40075898,-0.061613083,910.3863,Thu Nov 10 19:25:53 MST 2016,0.9197321,1.80135,9.595812,0.010966635,-0.10309928,-0.8330179,0.0,0.0,-11.118317,-8.262634,-25.301361
289,0.04978454,1.7198308,-0.41327667,910.37256,Thu Nov 10 19:25:54 MST 2016,0.91949266,2.2359478,9.503971,0.034786835,-0.11925701,-0.77529603,0.0,0.0,-11.877823,-6.491089,-25.865936
290,0.05572921,0.6027856,0.13412666,910.38074,Thu Nov 10 19:25:56 MST 2016,0.9872096,2.6771393,9.382362,0.064948924,-0.13196316,-0.6815322,0.0,0.0,-11.179352,-6.975174,-28.175354
291,-0.9466644,-0.106426,0.063755035,910.3845,Thu Nov 10 19:25:57 MST 2016,0.7799217,2.8075092,9.363759,0.079771265,-0.12734859,-0.666795,0.0,0.0,-13.156509,-7.8826904,-25.490189
292,-1.4852664,-0.1924541,0.09291363,910.3835,Thu Nov 10 19:25:58 MST 2016,0.48016152,2.8503978,9.370969,0.10227376,-0.108414136,-0.596573,0.0,0.0,-16.630554,-8.041763,-26.231003
293,-1.9594412,0.050617456,0.39012814,910.3981,Thu Nov 10 19:25:59 MST 2016,-0.24121647,2.667839,9.433707,0.12486573,-0.05850927,-0.49930725,0.0,0.0,-20.373535,-0.7209778,-27.751923
294,-1.0230637,-0.22739005,-0.10658264,910.42834,Thu Nov 10 19:26:00 MST 2016,-0.44871035,2.7735891,9.395544,0.1384693,-0.04227087,-0.4363221,0.0,0.0,-23.196411,4.1576385,-29.813385
295,-0.12610176,-0.14447045,-0.20453072,910.45233,Thu Nov 10 19:26:02 MST 2016,-0.40071723,2.7764826,9.396859,0.13794847,-0.043171268,-0.4273947,0.0,0.0,-25.40245,8.702087,-30.20897
296,0.37193024,-0.22158098,-0.014861107,910.4558,Thu Nov 10 19:26:03 MST 2016,-0.21618883,2.731847,9.415979,0.13107176,-0.05233426,-0.4384902,0.0,0.0,-25.208664,9.388733,-30.674744
297,0.07756913,-0.099624395,0.033881187,910.5029,Thu Nov 10 19:26:04 MST 2016,0.067729324,2.533429,9.473517,0.11456931,-0.06212007,-0.4491219,0.0,0.0,-24.58725,9.315109,-30.118942
298,0.025013886,-0.36326838,0.2682352,910.549,Thu Nov 10 19:26:05 MST 2016,0.1024644,2.430111,9.500235,0.1086294,-0.061826535,-0.45400602,0.0,0.0,-24.233627,9.239578,-30.581665
299,0.052217633,-0.15230918,0.117352486,910.5929,Thu Nov 10 19:26:07 MST 2016,0.14607753,2.2014837,9.555235,0.0961145,-0.05983813,-0.46812037,0.0,0.0,-24.938965,9.477234,-30.12085
300,0.06314421,-0.11519754,-0.08113098,910.64264,Thu Nov 10 19:26:08 MST 2016,0.2347444,1.9298844,9.612015,0.08092499,-0.058092926,-0.47841224,0.0,0.0,-24.931717,9.819031,-30.491257
301,0.044729203,-0.07459092,0.24560642,910.6894,Thu Nov 10 19:26:09 MST 2016,0.3070317,1.9431002,9.607314,0.0792888,-0.06226239,-0.48479837,0.0,0.0,-25.038147,9.046555,-29.563904
302,-0.08857617,-0.045274973,-0.027992249,910.7245,Thu Nov 10 19:26:10 MST 2016,0.43165603,1.926129,9.60594,0.074708454,-0.06820562,-0.4938692,0.0,0.0,-26.206207,8.595276,-29.561996
303,-0.020210892,-0.013805389,-0.1233778,910.75494,Thu Nov 10 19:26:11 MST 2016,0.50604504,1.9018083,9.607155,0.07198362,-0.070638314,-0.4908072,0.0,0.0,-27.43187,9.41391,-28.643036
304,-0.11625165,0.05036819,-0.022857666,910.77795,Thu Nov 10 19:26:13 MST 2016,0.54138005,1.8858387,9.6083765,0.07102861,-0.071162194,-0.48290402,0.0,0.0,-28.211975,10.336304,-29.387283
305,-0.05371636,-0.06553018,-0.039482117,910.8013,Thu Nov 10 19:26:14 MST 2016,0.4427727,1.9570546,9.59918,0.077614866,-0.067482695,-0.47092107,0.0,0.0,-26.436996,10.1184845,-28.923416
306,-0.09651777,-0.006653905,0.012072563,910.81226,Thu Nov 10 19:26:15 MST 2016,0.36219525,1.9784834,9.598167,0.08087487,-0.06394489,-0.4663269,0.0,0.0,-27.673721,10.518646,-29.57344
307,0.09195152,-0.006315112,-0.04100132,910.85944,Thu Nov 10 19:26:16 MST 2016,0.47564146,1.9644271,9.596102,0.07777489,-0.06845453,-0.4629871,0.0,0.0,-27.997208,11.871719,-29.395294
308,-0.18703061,-5.171299E-4,-0.11871147,910.8938,Thu Nov 10 19:26:17 MST 2016,0.46892568,1.9868492,9.591816,0.07995133,-0.06753739,-0.45009226,0.0,0.0,-27.64206,11.882019,-29.94957
309,-0.010837615,-0.058900595,-0.022585869,910.92523,Thu Nov 10 19:26:19 MST 2016,0.3034747,2.0320556,9.589006,0.08640034,-0.06026387,-0.44218653,0.0,0.0,-27.790451,13.066483,-29.401398
310,-0.022357732,-0.0037810802,0.014554024,910.9568,Thu Nov 10 19:26:20 MST 2016,0.33985066,2.0375192,9.586626,0.08665761,-0.060897876,-0.4300895,0.0,0.0,-27.506638,13.843918,-30.60646
311,-0.023365736,0.0023436546,0.11310768,910.97687,Thu Nov 10 19:26:21 MST 2016,0.34758726,2.0242124,9.589168,0.08644172,-0.060136143,-0.4215615,0.0,0.0,-27.478409,15.034485,-30.428314
312,0.12509069,-0.093467236,-0.06424904,911.0217,Thu Nov 10 19:26:22 MST 2016,0.3957966,1.992342,9.593972,0.08436245,-0.061045285,-0.41486567,0.0,0.0,-27.122498,15.0390625,-29.781342
313,-0.051635712,-0.008036375,0.050014496,911.0591,Thu Nov 10 19:26:23 MST 2016,0.40904605,1.9027499,9.611588,0.08053335,-0.058820184,-0.40488625,0.0,0.0,-27.013397,15.897751,-30.988312
314,0.010320097,0.0124207735,-0.040504456,911.08887,Thu Nov 10 19:26:25 MST 2016,0.40071186,1.8355832,9.62499,0.07756425,-0.05697217,-0.40458316,0.0,0.0,-26.83487,15.90004,-30.710602
315,-0.050979912,-0.50866306,0.12154961,911.14185,Thu Nov 10 19:26:26 MST 2016,0.37117857,1.7029028,9.650531,0.072046116,-0.052623678,-0.40271014,0.0,0.0,-26.223755,15.400696,-30.153656
316,0.22339958,-0.43001544,-0.0126791,911.1574,Thu Nov 10 19:26:27 MST 2016,0.45714062,1.5201863,9.677316,0.061431386,-0.053107403,-0.4070876,0.0,0.0,-26.561737,16.15944,-30.249405
317,0.2583561,-0.365474,4.15802E-4,911.19446,Thu Nov 10 19:26:28 MST 2016,0.65177685,1.1433166,9.717942,0.038965356,-0.054813743,-0.42017382,0.0,0.0,-26.556396,16.412735,-30.065918
318,0.32685882,-0.8157873,0.15479946,911.21216,Thu Nov 10 19:26:29 MST 2016,0.8600328,1.0820932,9.708749,0.03114513,-0.06341574,-0.4273276,0.0,0.0,-26.38092,16.244888,-29.4178
319,0.9430957,-0.12547934,-0.058465958,911.2356,Thu Nov 10 19:26:31 MST 2016,1.4459139,0.8687989,9.660482,0.0037772572,-0.08624525,-0.47526154,0.0,0.0,-27.559662,15.366364,-29.320908
320,0.713346,0.6416836,-0.2697363,911.2447,Thu Nov 10 19:26:32 MST 2016,1.638604,1.214967,9.592144,0.005008089,-0.10445912,-0.55340093,0.0,0.0,-28.374481,11.013794,-29.668427
321,0.8666866,0.59917116,-0.27363205,911.23584,Thu Nov 10 19:26:33 MST 2016,2.1761851,2.0045617,9.34967,0.0054458384,-0.1525445,-0.6432095,0.0,0.0,-27.790833,5.4985046,-29.45404
322,0.895576,-0.06753421,-0.041316032,911.2164,Thu Nov 10 19:26:34 MST 2016,2.2911787,2.7196898,9.139156,0.0029388226,-0.18445618,-0.74147516,0.0,0.0,-25.693512,-3.743744,-25.428009
323,0.24411857,-0.07959652,0.027412415,911.2079,Thu Nov 10 19:26:36 MST 2016,1.8561851,3.0135713,9.145674,0.007770058,-0.1834122,-0.8144061,0.0,0.0,-17.977524,-8.584595,-25.766754
324,-0.65075016,-0.063001394,-0.033548355,911.1948,Thu Nov 10 19:26:37 MST 2016,1.5379838,3.082366,9.181722,0.03414764,-0.17520395,-0.78012794,0.0,0.0,-14.413452,-8.327866,-27.153397
325,-0.39375603,-0.09598136,-0.031118393,911.1925,Thu Nov 10 19:26:38 MST 2016,1.320817,2.9300036,9.265038,0.04976013,-0.1585513,-0.73637766,0.0,0.0,-13.602066,-7.8868866,-26.599503
326,-0.535079,-0.7087436,0.24495316,911.2207,Thu Nov 10 19:26:39 MST 2016,1.0378333,2.8528254,9.324949,0.060990095,-0.1443611,-0.7235597,0.0,0.0,-12.275314,-8.193588,-27.337646
327,-0.09898895,-0.53608704,-0.110245705,911.23047,Thu Nov 10 19:26:40 MST 2016,0.60589343,2.6056218,9.434724,0.069735974,-0.11874281,-0.7182776,0.0,0.0,-11.1011505,-7.4871063,-27.432251
328,-0.17831784,-0.469908,0.033158302,911.25323,Thu Nov 10 19:26:42 MST 2016,0.6119707,2.5266001,9.455801,0.06601337,-0.11632097,-0.72252774,0.0,0.0,-10.830307,-7.3108673,-27.34108
329,-0.1588844,-0.27830482,-0.13985443,911.2678,Thu Nov 10 19:26:43 MST 2016,0.43175012,2.397632,9.4992285,0.068056785,-0.10508292,-0.7239782,0.0,0.0,-11.366272,-7.4127197,-26.323318
330,-0.3933305,-0.26542425,-0.31641102,911.27527,Thu Nov 10 19:26:44 MST 2016,0.5286389,2.3114321,9.515682,0.05945421,-0.106303476,-0.7364506,0.0,0.0,-11.203766,-8.0898285,-26.22757
331,-0.102270424,-0.102277756,-0.20528507,911.28955,Thu Nov 10 19:26:45 MST 2016,0.44174492,2.297139,9.523571,0.06252922,-0.102582276,-0.7348604,0.0,0.0,-11.63559,-7.5012207,-26.878357
332,-0.13596764,-0.080542326,-0.12879181,911.31165,Thu Nov 10 19:26:46 MST 2016,0.4302174,2.2067165,9.545455,0.05965342,-0.098786324,-0.7363427,0.0,0.0,-12.349701,-7.6019287,-26.971054
333,-0.19380027,-0.039524794,-0.022296906,911.31146,Thu Nov 10 19:26:48 MST 2016,0.18741667,2.1997352,9.554916,0.06916462,-0.08972795,-0.73258007,0.0,0.0,-12.981796,-7.9544067,-27.43187
334,-0.10920036,-0.013720036,0.096660614,911.32776,Thu Nov 10 19:26:49 MST 2016,0.04218795,2.235163,9.548437,0.07758679,-0.084530964,-0.7190471,0.0,0.0,-13.857269,-7.381439,-26.880646
335,-0.043768,-0.0420146,-0.08482933,911.3407,Thu Nov 10 19:26:50 MST 2016,-0.060921643,2.2540934,9.543885,0.08237739,-0.08130968,-0.7166023,0.0,0.0,-14.931488,-7.6595306,-27.157593
336,0.01683516,-0.009723663,-0.23613453,911.3371,Thu Nov 10 19:26:51 MST 2016,-0.0633785,2.2400067,9.547185,0.08200086,-0.080652975,-0.7163207,0.0,0.0,-15.552139,-7.5889587,-26.972961
337,0.11344464,-0.052618742,0.05852604,911.3371,Thu Nov 10 19:26:52 MST 2016,0.029732822,2.22593,9.550641,0.07822579,-0.08326807,-0.71490747,0.0,0.0,-16.085434,-7.513809,-27.34375
338,-0.0037351046,-0.07310033,7.343292E-5,911.3283,Thu Nov 10 19:26:54 MST 2016,0.03006679,2.1965263,9.557446,0.07738012,-0.08196487,-0.7131131,0.0,0.0,-17.059708,-7.368469,-26.882935
339,0.11761516,-0.21097565,-0.094400406,911.3153,Thu Nov 10 19:26:55 MST 2016,0.072919846,2.0583227,9.58793,0.07128939,-0.077907056,-0.7093931,0.0,0.0,-17.835236,-6.281662,-26.61171
340,0.21888414,-0.23741388,-0.060587883,911.3169,Thu Nov 10 19:26:56 MST 2016,0.1980143,2.038776,9.590337,0.06559114,-0.082016386,-0.7129723,0.0,0.0,-17.483139,-6.4437866,-26.610565
341,0.13225135,0.032191753,-0.055306435,911.313,Thu Nov 10 19:26:57 MST 2016,0.24911435,1.9855111,9.600316,0.060862556,-0.082558125,-0.7209597,0.0,0.0,-17.305756,-6.529999,-25.683975
342,-0.106737286,0.075954795,-0.16714764,911.3309,Thu Nov 10 19:26:59 MST 2016,0.41338298,2.030953,9.585131,0.05696378,-0.089718856,-0.7162665,0.0,0.0,-13.206482,-6.2725067,-24.481201
343,0.02589047,0.059936285,0.07436848,911.333,Thu Nov 10 19:27:00 MST 2016,0.4602105,2.1203976,9.563603,0.076960236,-0.080430485,-0.5559697,0.0,0.0,-25.93422,8.769226,-28.914642
344,-0.09063241,0.02353549,0.027797699,911.337,Thu Nov 10 19:27:01 MST 2016,0.3953351,2.1995332,9.54862,0.079929344,-0.08226274,-0.5787733,0.0,0.0,-20.917892,-0.856781,-37.5515
345,0.09910989,-0.18196702,-0.13341427,911.3281,Thu Nov 10 19:27:02 MST 2016,0.40850687,2.1715512,9.554468,0.073519394,-0.08632826,-0.62428516,0.0,0.0,-31.317902,6.640625,-18.274307
346,-0.011031762,-0.015337229,0.1964016,911.3213,Thu Nov 10 19:27:03 MST 2016,0.22530115,2.081382,9.580579,0.062739246,-0.08712207,-0.739583,0.0,0.0,-18.278503,-10.039139,-25.296402
347,0.028637141,-0.148741,-0.33899212,911.33685,Thu Nov 10 19:27:05 MST 2016,0.3071365,2.14351,9.564592,0.06405269,-0.090767756,-0.7225067,0.0,0.0,-17.123032,-6.265259,-26.70288
348,-0.121467695,-0.052488565,0.00844574,911.3489,Thu Nov 10 19:27:06 MST 2016,0.2450636,2.1673334,9.561014,0.07001555,-0.087302685,-0.7004509,0.0,0.0,-18.091965,-5.8589935,-27.260971
349,0.08712904,0.11061001,0.34392452,911.3385,Thu Nov 10 19:27:08 MST 2016,0.095233105,2.0518768,9.589115,0.0733089,-0.07561103,-0.6810984,0.0,0.0,-18.691254,-4.8561096,-26.620102
350,-0.26863694,-0.019950628,0.08904362,911.3433,Thu Nov 10 19:27:09 MST 2016,0.12449022,2.2414618,9.546242,0.082667544,-0.0802695,-0.6513997,0.0,0.0,-19.031906,-4.1801453,-27.17781
351,-0.13961929,0.11270213,-0.069129944,911.3231,Thu Nov 10 19:27:10 MST 2016,-0.020771898,2.3803432,9.513354,0.09590455,-0.07586972,-0.6225402,0.0,0.0,-20.349503,-3.4416199,-27.64473
352,-0.11590503,-0.10359311,-0.13227081,911.3163,Thu Nov 10 19:27:11 MST 2016,-0.20830749,2.43291,9.497786,0.10561695,-0.067769736,-0.6050512,0.0,0.0,-21.573257,-2.533722,-27.742386
353,-0.32080913,-0.14032745,-0.10932064,911.30975,Thu Nov 10 19:27:12 MST 2016,-0.27070734,2.4549167,9.490547,0.11054928,-0.06241487,-0.57939947,0.0,0.0,-21.895218,-1.0929108,-28.305817
354,0.007115066,-0.09596205,0.34029484,911.28796,Thu Nov 10 19:27:14 MST 2016,-0.43991598,2.4356458,9.489177,0.115712054,-0.052889712,-0.56610924,0.0,0.0,-23.368454,0.57373047,-28.037643
355,0.14270839,-0.31236982,0.39548302,911.2843,Thu Nov 10 19:27:15 MST 2016,-0.24260622,2.380442,9.510259,0.10840105,-0.057973765,-0.55434155,0.0,0.0,-24.137878,1.9195557,-28.692627
356,0.47074693,-0.23615718,0.3556881,911.2821,Thu Nov 10 19:27:16 MST 2016,-0.053176284,2.3489802,9.521022,0.101637214,-0.06506059,-0.55397373,0.0,0.0,-24.471664,2.848053,-28.697968
357,0.31554103,-0.17232609,-0.09719849,911.2583,Thu Nov 10 19:27:17 MST 2016,0.030617397,2.2767534,9.5386505,0.09637358,-0.06615389,-0.55099,0.0,0.0,-24.27826,3.533554,-28.793716
358,0.1505809,-0.4028244,0.007311821,911.27295,Thu Nov 10 19:27:19 MST 2016,0.19336879,2.2708259,9.538152,0.09082352,-0.07376096,-0.55842435,0.0,0.0,-24.489594,2.0786285,-28.046799
359,0.4797896,-0.21061277,0.086728096,911.2643,Thu Nov 10 19:27:20 MST 2016,0.35767075,2.2041192,9.549047,0.08185433,-0.08021175,-0.5726635,0.0,0.0,-24.575043,2.2460938,-27.955246
360,0.2694885,-0.06822181,0.31901646,911.24316,Thu Nov 10 19:27:21 MST 2016,0.75625753,2.1195734,9.544939,0.064944826,-0.09552853,-0.58600867,0.0,0.0,-23.966217,1.6662598,-28.229523
361,0.61733174,0.00339818,-0.036198616,911.2442,Thu Nov 10 19:27:22 MST 2016,0.94318736,2.179146,9.514836,0.056805316,-0.107942246,-0.62246454,0.0,0.0,-22.671127,-0.10147095,-25.907516
362,0.25771308,-0.0723691,-0.26400757,911.2303,Thu Nov 10 19:27:23 MST 2016,1.164363,2.2133148,9.482399,0.04469937,-0.12055784,-0.66240597,0.0,0.0,-21.139526,-3.0506134,-24.227142
363,0.6424581,9.224415E-4,-0.11012459,911.18555,Thu Nov 10 19:27:25 MST 2016,1.4549395,2.423421,9.390451,0.033014446,-0.14188127,-0.7107271,0.0,0.0,-21.369553,-5.2612305,-25.693512
364,0.26662064,-0.08429575,0.20442772,911.134,Thu Nov 10 19:27:26 MST 2016,1.5645804,2.5749457,9.332315,0.026721327,-0.15320008,-0.7435149,0.0,0.0,-18.47992,-7.2360992,-25.68245
365,0.21261883,-0.15879297,-0.0032482147,911.06775,Thu Nov 10 19:27:27 MST 2016,1.8086714,2.8624656,9.203553,0.011844352,-0.1749546,-0.79486185,0.0,0.0,-16.14418,-10.076523,-25.202179
366,-0.011911988,-0.20846057,-0.010022163,911.00073,Thu Nov 10 19:27:28 MST 2016,1.702864,2.8780785,9.218857,0.0075048227,-0.17295328,-0.8251076,0.0,0.0,-14.7491455,-11.325836,-24.177551
367,-0.79598963,-0.0057685375,-0.0060157776,910.9464,Thu Nov 10 19:27:30 MST 2016,1.1577681,3.0339563,9.253381,0.032456897,-0.16478896,-0.8357331,0.0,0.0,-10.832977,-11.328506,-23.065948
